docid	document_content
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
18	"""告警中心-场景事件感知告警：支持查看场景事件告警信息和详情，可按不同维度筛选告警，查询和导出告警记录，设置推送和提示音，并可查看事件相关人员和档案信息。"""
19	"""告警中心-态势感知告警：支持查看态势感知告警信息，包括告警集合、详情、历史记录，可设置主题任务和提示音，并可进行告警筛选、排序、导出、打标签等操作。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
18	"""告警中心-场景事件感知告警：支持查看场景事件告警信息和详情，可按不同维度筛选告警，查询和导出告警记录，设置推送和提示音，并可查看事件相关人员和档案信息。"""
19	"""告警中心-态势感知告警：支持查看态势感知告警信息，包括告警集合、详情、历史记录，可设置主题任务和提示音，并可进行告警筛选、排序、导出、打标签等操作。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
18	"""告警中心-场景事件感知告警：支持查看场景事件告警信息和详情，可按不同维度筛选告警，查询和导出告警记录，设置推送和提示音，并可查看事件相关人员和档案信息。"""
19	"""告警中心-态势感知告警：支持查看态势感知告警信息，包括告警集合、详情、历史记录，可设置主题任务和提示音，并可进行告警筛选、排序、导出、打标签等操作。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
18	"""告警中心-场景事件感知告警：支持查看场景事件告警信息和详情，可按不同维度筛选告警，查询和导出告警记录，设置推送和提示音，并可查看事件相关人员和档案信息。"""
19	"""告警中心-态势感知告警：支持查看态势感知告警信息，包括告警集合、详情、历史记录，可设置主题任务和提示音，并可进行告警筛选、排序、导出、打标签等操作。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
18	"""告警中心-场景事件感知告警：支持查看场景事件告警信息和详情，可按不同维度筛选告警，查询和导出告警记录，设置推送和提示音，并可查看事件相关人员和档案信息。"""
19	"""告警中心-态势感知告警：支持查看态势感知告警信息，包括告警集合、详情、历史记录，可设置主题任务和提示音，并可进行告警筛选、排序、导出、打标签等操作。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
18	"""告警中心-场景事件感知告警：支持查看场景事件告警信息和详情，可按不同维度筛选告警，查询和导出告警记录，设置推送和提示音，并可查看事件相关人员和档案信息。"""
19	"""告警中心-态势感知告警：支持查看态势感知告警信息，包括告警集合、详情、历史记录，可设置主题任务和提示音，并可进行告警筛选、排序、导出、打标签等操作。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
18	"""告警中心-场景事件感知告警：支持查看场景事件告警信息和详情，可按不同维度筛选告警，查询和导出告警记录，设置推送和提示音，并可查看事件相关人员和档案信息。"""
19	"""告警中心-态势感知告警：支持查看态势感知告警信息，包括告警集合、详情、历史记录，可设置主题任务和提示音，并可进行告警筛选、排序、导出、打标签等操作。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
16	"""告警中心-全部告警：可按时间倒序查看告警记录，支持查看全部告警，以及任一告警详情。"""
17	"""告警中心-布控告警：可查看已有布控任务的所有历史告警，并通过多种筛选条件进行过滤。可对人体智能布控列表进行编辑。按时间维度进行告警卡片展示（默认），也可以选择按目标人员显示告警。并支持查看历史告警，配置推送设置以及导出告警记录。支持查看多维智能布控列表，可查看开启人体布控的任务和人员。人脸产生告警后支持对单个人开启人体智能告警并在开启后会在人脸告警后的一段时间内在告警点位周围进人体布控。"""
